Num Samples	339
Sample ct min/max/mean: 1 / 61943 / 34959.2713864
Sample	Sequence Count
000004691.1076159	48119
000008957.1076410	48261
000005850.1076190	48328
000005938.1076475	48451
000001328.1076289	48466
000003797.1076344	48550
000002980.1076308	48552
000001252.1076247	48612
000003370.1076149	48735
000002716.1076334	48831
000004670.1076158	48917
000005068.1076383	49022
000003024.1076348	49068
000003150.1076411	49134
000008951.1076146	49315
000002905.1076298	49368
000003895.1076443	49423
000001861.1076339	49487
000005035.1076188	49591
000002752.1076382	50009
000008951.1076310	50218
000005840.1076354	50571
000003369.1076434	50786
000001647.1076299	50790
000005031.1076400	50811
000003796.1076381	51205
000002715.1076224	51250
000001919.1076369	51386
000004979.1076191	51876
000004730.1076349	52062
000004833.1076385	52515
000002179.1076210	52636
000005910.1076232	52637
000001281.1076476	52854
000001459.1076170	53169
000003900.1076303	53263
000005037.1076397	54019
000003337.1076412	54062
000002784.1076182	54195
000001347.1076248	54277
000004735.1076261	54487
000005776.1076333	54491
000008954.1076453	54968
000005073.1076469	55671
000008957.1076366	56303
000002765.1076417	56777
000003277.1076480	56858
000001782.1076436	57202
000004163.1076174	57522
000002817.1076249	59714
000001960.1076155	61212
000001203.1076359	61287
000004694.1076305	61943

Total number seqs written	11851193
